id,Hour0,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Hour24,Hour25,Hour26,Hour27,Hour28,Hour29,Hour30,Hour31,Hour32,Hour33,Hour34,Hour35,Hour36,Hour37,Hour38,Hour39,Hour40,Hour41,Hour42,Hour43,Hour44,Hour45,Hour46,Hour47,Hour48,Hour49,Hour50,Hour51,Hour52,Hour53,Hour54,HourTotal
29125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
29127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2
29139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
29145,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
29155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,4
29161,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
29165,,8,14,,,,,76,,,,,,,,,,8,65,122,89,106,53,,,,,,,,,,,,,,,,,,,,,,1,20,48,26,16,38,4,,,,,694
29173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2
29183,18,25,,,,,,107,,,,,,,,,22,57,91,160,87,34,139,114,58,,,,,,,,,,,,,,,,,,,,,29,15,26,32,34,,,1,,,1049
29187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,2
29189,171,12,2,1,1,2,,5183,,,1,,,,,,,,92,324,230,57,116,269,155,4,,,3,3,1,1653,,1,1,,,,,,,51,112,,1,,,4,25,31,68,64,1,1,,8640
29199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
29201,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
29207,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
29213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
29221,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,5
29510,,3,,,,1,,5,,1,,,,1,,1,,,,,1,1,,,,,,,1,3,,2,,,2,,,,,,,,,,,1,,,,,,,,,,23
29520,16,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,116
30001,,,,,,,,1,,,,,,,,,,,,,,,1,1,,1,2,,4,3,,346,,,,,,,,,,,,,3,,3,1,,1,,,,,,367
30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,4
30005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,152,43,17,,215
30007,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,114,4,,,,,,,,,,,,,,,,,,,,,,,,,,215
30009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,,,,,,,,,,,,,,,,,,,,,,230,237,4,,488
30013,38,129,100,267,598,110,6,712,,,,,,,,,,,,14,42,323,1474,1086,97,62,142,97,163,30,,957,,,,,,,,,,,,25,29,30,19,136,204,95,102,176,192,8,,7463
30015,46,16,63,49,1,,,90,,,,,,,,,,,,,,,,,3,,1,26,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,322
30017,,,,,,23,,,,,,,,,,,,,,,,,,,,,,73,30,2,,80,,,,,,,,,,,,,,,,,,4,47,25,,,,284
30019,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,58
30021,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,108
30023,,,,,,,,3,,,,,,,,,,,,,,1,6,,,4,,,10,,,180,,,,,,,,,,,,,1,1,,1,,,,,,,,207
30025,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,33
30027,,,,,,,,12,,,,,,,,,,,,,,,,,,,,12,4,1,,,,,,,,,,,,,,,,1,,,2,,,,,,,32
30029,12,166,128,55,26,,,437,,,,,,,,,,,,,,,46,1,1,6,31,309,456,48,,48,,,,,,,,,,,,,,,,,54,64,,198,348,9,,2443
30031,156,363,385,334,192,51,,900,,1,,,,,,,,,,,45,186,82,100,135,28,,95,221,67,,390,,,,,,,,,,,,21,57,37,9,18,19,20,41,364,444,6,,4767
30033,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3
30035,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,13,,,18
30037,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,9
30039,,,,1,2,,,,,,,,,,,,,,,,2,,1,1,,,,89,6,1,,,,,,,,,,,,,,3,,,,,1,,,23,2,,,132
30041,,,,,,,,,,,,,,,,,,,,,,,,,50,74,75,90,99,6,,,,,,,,,,,,,,,,,6,22,37,26,15,36,30,,,566
30043,4,3,1,1,2,,,,,,,,,,,,,,,4,1,2,4,,2,1,,74,123,15,,1,,,,,,,,,,,,1,3,1,,1,6,3,2,113,93,2,,463
30045,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,12
30047,,,11,1,,,,,,,,,,,,,,,,,,,,52,57,20,,20,16,11,,,,,,,,,,,,,,,,,,,,,,26,22,,,236
30049,31,152,252,296,214,45,,304,,,,,,,,,,,,29,74,62,47,93,39,48,62,182,432,114,,965,1,,,,,,,,,,,22,16,18,49,76,33,49,45,140,173,32,,4095
30051,,,,,,,,1,,,,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,7
30053,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,61,5,,,,,,,,,,,,,,,,,,,,,,94,5,,,183
30055,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
30057,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,276,8,,,,,,,,,,,,,,,,,,,,,,64,111,,,681
30059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,6,14,1,,25
30061,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,12,1,,22
30063,114,492,422,417,384,11,,472,,,,,1,,,,,,,155,153,165,178,144,119,191,225,150,147,78,,1184,,,,,,,,,,,,125,201,181,222,167,131,140,244,89,66,37,23,6828
30065,,,,,,,,,,,,,,,,,,,,,,,5,14,32,,3,,1,1,,,,,,,,,,,,,,6,26,33,21,57,2,,,75,92,1,,369
30067,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,79,155,20,,1,,,,,,,,,,,,,,,,9,6,,,78,86,1,,441
30071,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,10
30073,,,,,,,,1,,,,,,,,,,,,,,,,,,,,22,3,1,,,,,,,,,,,,,,2,1,,,,,,,11,17,,,58
30075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
30077,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,42,87,5,,,,,,,,,,,,,,1,,,,,1,,,24,,,,163
30079,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
30081,9,29,26,33,19,1,,1,,,,,,,,,,,,,,,,,,,,139,215,28,,131,,,,,,,,,,,,,,,,,,,,76,254,6,,967
30083,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,148
30085,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,59,,,,,,,,,,,,,,,,,,,,,,,,,,,62
30087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,55,127,3,,192
30089,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,18,58,3,,,,,,,,,,,,,,,,1,,,,1,2,6,27,1,,119
30091,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,54
30093,,,,1,16,,,488,,,,,,,,,,,,,12,10,7,5,,22,9,,37,19,,105,,,,,,,,,,,,1,16,3,9,2,3,3,6,,,,,774
30095,,,,,,,,1,,,,,,,,,,,,26,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,,136,53,,,225
30097,,,4,,,,,9,,,,,,,,,,,,,,,,20,1,11,17,5,5,1,,4,,,,,,,,,,,,,,7,,,,,,,,,,84
30099,,,,,,,,80,,,,,,,,,,,,,,,,,,,,66,43,4,,,,,,,,,,,,,,,,,,,,,,,,,,193
30101,,,,,,,,183,,,,,,,,,,,,,,,1,,,,,20,2,,,,,,,,,,,,,,,,,,,,,,,10,3,,,219
30103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2
30105,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,72
30107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3
30109,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4
30111,219,349,425,354,196,93,,549,,,,1,,,,,,,,,70,338,479,407,480,207,125,127,133,67,,672,,,,,,,,,,,,,18,62,214,316,395,361,194,152,53,,,7056
31001,2,,,,,,,66,,,,,,,,,,,5,4,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,103
31011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3
31019,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,5,,,,,,,,,,,,,14,31,18,1,,,,,,,,73
31023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
31025,,1,,,1,,,32,,,,,,,,,,,,,,,,,,,1,,,,,40,,,,,,,,,,,,,,,,,,,1,,1,,,77
31027,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
31039,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5
31041,,,,,,,,,,,,,,,,,,,,,,16,17,4,2,5,13,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,58
31043,,,,44,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60
31045,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
31047,,3,10,,,,,1,,,,,,,,,,,,,,,,,,,18,4,,,,,,,,,,,,,,,,,,,,,,16,15,,,,,67
31051,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31053,,,1,2,,,,15,,,,,,,,,,,1,,,,2,1,,,1,2,,,,45,,,,,,,,,,,,,,,,,,,,,,,,70
31055,116,365,1778,1812,1126,,,2728,,,,,,,,,,1,104,350,311,306,186,290,647,1683,873,20,28,,,3155,,,,,,,,,,1,,,,51,111,73,19,123,1306,874,174,,1,18612
31059,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,21
31061,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
31065,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
31067,2,5,6,5,,,,15,,,,,,,,,,,13,,,,12,5,,2,14,28,37,,,40,,,,,,,,,,,,,,,,,,,,,,,,184
31071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
31073,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
31079,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,3,94,87,8,,107,109,,,460
31081,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
31083,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
31095,,,,,,,,1,,,,,,,,,,,,,,,,,,,6,2,1,,,24,,,,,,,,,,,,,,,,,,,,,,,,34
31097,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,10
31099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
31107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
31109,162,159,136,99,3,2,,318,,,,,,,,1,,,89,124,39,86,120,114,97,53,74,54,,,,898,,,,,,,,,,,13,19,67,89,170,110,71,72,141,174,73,,,3627
31115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
31119,,4,40,5,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,61
31121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2
31127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
31129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
31131,,,1,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
31137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3
31141,10,17,10,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128
31143,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
31145,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
31151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
31153,68,171,476,497,143,1,,179,,,,,,,,,,,,,2,,33,55,142,105,111,2,3,,1,215,,,,,,,,,,,,29,14,21,,1,21,6,43,25,6,,,2370
31155,,,3,22,,,,78,,,,,,,,,,,,,,,,1,,,,,,,,41,,,,,,,,,,,,,,,,,,,,2,,,,147
31157,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
31159,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31169,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,31
31173,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
31175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
31179,,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,30
31181,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3
31185,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
32003,1047,1392,1635,2898,2265,1283,63,14256,,1,1,1,,1,,2,,2,,1,284,1020,1237,1391,1272,1229,1182,665,24,11,1,11095,,,,,,1,1,1,2,,,16,304,748,1303,1021,1026,1038,714,391,304,237,6,51372
32005,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
32007,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,5
32013,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
32015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
32017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
32019,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,5
32023,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,205
32031,256,236,621,772,498,47,57,3462,,,,,,,,,,1,,,59,138,208,197,59,,53,43,43,13,,2527,,1,,,,,,,,,,,15,172,183,61,162,96,143,91,124,90,2,10430
32033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
32510,1,1,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,12
33001,112,151,66,1,,,,466,,,,,,,,,,,76,76,69,127,72,28,104,65,21,11,,,,467,,,,,,,,,,10,114,71,50,41,55,17,59,99,58,55,,,,2541
33003,,,,,,,,526,,,,,,,,,,,,3,11,2,3,6,4,29,36,9,,,,272,,,,,,,,,,,,,,,1,6,30,28,27,3,,,,996
33005,,1,,,1,,,1188,,,,,,,,,,14,17,,,2,1,,,27,13,39,,,,901,,,,,,,,,,,,,,50,91,79,116,104,114,62,,,,2820
33007,,,,,,,,80,,,,,,,,,,,,4,5,10,16,8,,10,6,14,,,,312,,,,,,,,,,9,9,2,7,19,22,12,12,22,13,22,1,,,615
33009,8,6,15,2,,1,1,1191,,,,,,,,,,,,,,7,11,16,16,8,8,10,,,,1027,,,,,,,,,,,,2,58,80,82,58,48,37,48,16,,,,2756
33011,515,316,215,47,7,5,,5606,,,,,,,,,,,141,547,826,791,1091,1192,189,243,209,180,2,,,4463,,,,,,,,1,,,117,218,387,592,870,615,545,538,396,262,2,,,21128
33013,155,147,53,63,9,8,,1460,1,,,,,,,,,12,24,84,34,48,154,83,99,197,201,84,1,,,1017,,,,,,,1,5,1,7,16,24,69,149,164,171,126,156,115,115,1,,,5054
33015,756,568,373,81,,1,,2342,,,1,,,1,,,,25,274,493,570,544,527,261,45,104,188,163,7,2,,3259,,,,,,,,,,,4,23,45,122,181,163,172,154,149,130,8,,,11736
33017,50,16,1,45,1,,1,2022,,,,,,,,,,20,38,53,22,48,79,19,16,163,109,83,,,,2164,,,,,,,,,,,52,49,48,489,443,423,337,271,61,31,,,,7154
33019,8,53,27,22,,,,195,,,,,,,,,,,,,,,,,24,44,53,19,,,,216,,,,,,,,,,,,,9,27,49,45,32,39,19,31,,,,912
33027,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
34001,,,1,,3,,,2,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,9
34003,2,6,1,3,,3,1,3190,,1,,,1,1,,,,1,1,2,3,1,,,,1,,1,2,,,2310,,,,,,,,1,,,,1,1,,,,18,30,92,15,,,,5689
34005,953,1272,810,147,2,,,2993,,,,,,,,,,2,89,170,267,388,219,106,93,88,78,77,5,,,3332,,,,,,,,,,,,,46,42,143,76,77,51,132,64,1,,1,11724
34007,,2,,,,2,1,75,,,,,,1,,,1,2,1,,2,,,1,1,,,2,,1,,3,,,,,,,,1,,,,,,,,1,1,,,1,,,,99
34009,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,5
34011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2
34013,1,8,2,,,3,1,497,1,,,,1,,,1,,2,,,,1,,,,2,,,,3,,208,,1,1,,,,,,1,,,,1,,,,,,1,3,,,1,740
34015,,,1,,,1,,7,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,13
34017,,4,,,2,,1,1,,,,,1,,1,1,,,,1,2,,,1,,,1,1,2,2,1,2,,,,,,,2,2,2,,,,,,,1,,1,2,1,1,,,36
34019,,,,,,2,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5
34021,,2,,,,2,,1,,1,,,,,,,,,1,1,3,1,,1,,,,,2,1,,122,,,,,,,,,,,,,,,,,,,,,,1,,139
34023,52,39,,3,2,2,,1284,,1,,,,,,2,,,,,,61,25,1,,1,1,,4,1,,409,,,,1,,,,,1,,,,,,,,,,1,2,,,,1893
34025,1,,2,,,1,,2,,,,,1,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,12
34027,1,1,,1,,,1,2,,,1,,,,,,,,,,,,,,,,,,3,1,,278,,,,,,,,,,,1,1,,,,,,,,,,,,291
34029,476,483,110,55,6,1,,789,,,,,,1,,,,,32,17,128,48,104,117,17,76,40,23,,,,420,,,,,,,,,,1,,,25,84,43,42,,,30,4,,,,3172
34031,,3,,1,1,3,,455,,1,,1,,,,1,,1,1,,1,,,,,,,,1,,,291,,,,,,,,,,,,,,,,,,,,2,,,,763
34033,6,,,,,,,308,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,317
34035,2,7,,1,,,,632,,,,,,,,,,1,,,1,,,,,,,,2,,,1687,,,,,,,,,,,,,,,1,,,,,,,,,2334
34037,,,,,,2,,,,,,,,,,3,1,,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,10
34039,1,4,1,1,3,1,,2,,,,,,,,,,,,,,,,8,2,,,,1,2,,,,,,,,,,,,,,,8,31,27,11,,1,,1,,,,105
34041,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
35001,51,122,390,400,310,149,26,3876,1,,1,,1,1,,,,,2,8,21,28,39,204,232,153,165,,,,,1359,,,,,,,,,,1,,2,,,81,2,129,84,74,102,6,,,8020
35003,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,10
35005,,,,,,,,,,,,,,,,,,,,,4,,,7,8,5,5,,,,,,,,,,,,,,,,,,,,,5,3,9,5,,,,,51
35006,21,25,,,,,,102,,,,,,,,,,,,18,57,50,65,55,28,1,7,,,,,35,,,,,,,,,,,,27,119,55,114,68,2,5,,,,,,854
35007,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
35009,,,,,1,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,16
35013,57,226,490,637,648,269,1,1598,,,,,,,,,,,68,250,225,185,117,18,31,29,29,,,,,1387,,,,,,,,,,,,,,,1,88,380,261,116,28,1,,,7140
35015,,,,,,,,47,,,,,,,,,,,,,95,10,10,4,3,6,6,,,,,63,,,,,,,,,,,,,,,,4,8,6,7,,,,,269
35017,,,,,,,,165,,,,,,,,,,,,,,,,9,4,9,9,1,,,1,,,,,,,,,,,,,,,,,3,9,9,11,,,,,230
35019,,,,,,,,,,,,,,,,,,,,,,,10,38,,,,,,,,,,,,,,,,,,,,32,128,,,,,,7,1,,,,216
35021,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
35023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,,,,,8
35025,115,56,32,,,,,70,,,,,,,,,,,,45,73,102,91,1,4,2,2,,,,,,,,,,,,,,,,,2,1,,,6,2,2,2,1,,,,609
35027,,,,,,,,,,,,,,,,,,,,,,,15,85,79,28,37,9,,,,,,,,,,,,,,,,73,,,,5,1,5,,,,,,337
35028,,,,,,,,663,,,,,,,,,,,,,,,60,30,21,22,31,26,,,,41,,,,,,,,,,,,,,,,54,19,16,16,23,,,,1022
35029,1,,,,,,,1,,,,,,,,,,,,,,,,4,1,5,5,,,,,20,,,,,,,,,,,,,,,,6,26,10,7,,,,,86
35031,,,,,,,2,64,,,,,,,,,,,,,,,,,,,1,,,,,251,,,,,,,,,,,,,30,189,1,,,2,,,,,,540
35033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
35035,,,,,,,,2,,,,,,,,,,,1,,,,26,10,11,6,6,,,,,,,,,,,,,,,,,7,,,,5,5,12,6,,48,5,,150
35037,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
35041,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,,,45
35043,,,,,,,,189,,1,,,,,,,,,,,,,,13,11,18,7,,,,,8,,,,,,,,,,,,,,,,,33,54,59,47,,,,440
35045,,,,,,1,,17,,,,,,,,,,,,,1,,,,1,,,,,,,19,,,,,,,,,,,,,,,,,,1,,,,,,40
35047,,,,,,,,51,,,,,,,,,,,,,,,,,,,,14,18,,,119,,,,,,,,,,,,,,,,,,1,,,,,,203
35049,51,29,22,,,,,1700,,,,,,,,,,,1,13,33,111,55,88,80,50,62,18,1,,,814,,,,,,,,,,,,,,,9,43,82,124,78,29,,,,3493
35051,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,11
35053,,,,,,,,7,,,,,,,,,,,,,,,,1,3,3,2,,,,,,,,,,,,,,,,,,1,,15,,3,4,7,,,,,46
35055,,,,,1,,,266,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268
35057,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,6,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,,,,19
35061,11,40,31,,,,,383,,,,,,,,,,,,,,,21,166,9,57,8,,,,,82,,,,,,,,,,,,,3,49,20,80,5,43,14,10,,,,1032
36001,1,,33,,1,3,,535,,,,,,,,1,,,1,,,1,,1,,,,1,,,,498,,,,,,,,,,,,,,1,,,,32,34,2,,,,1145
36003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2
36005,5,5,3,9,4,2,3,2,2,,2,,,,,,,1,2,5,,1,2,2,1,,,1,2,2,2,128,,2,,,,,,,,,,,,2,3,,1,,,1,,,,195
